Discharge Time (s),Voltage (V)
1835,3.916561
1836,3.915845
1837,3.915756
1838,3.915354
1839,3.918394
1840,3.916248
1841,3.918215
1842,3.917656
1843,3.917097
1844,3.917187
1845,3.914459
1846,3.915443
1847,3.914146
1848,3.914415
1849,3.914593
1850,3.915845
1851,3.915711
1852,3.915309
1853,3.916024
1854,3.916739
1855,3.914191
1856,3.914549
1857,3.914191
1858,3.913833
1859,3.913476
1860,3.914683
1861,3.914951
1862,3.915801
1863,3.915532
1864,3.91589
1865,3.916248
1866,3.91428
1867,3.913073
1868,3.915488
1869,3.912716
1870,3.913207
1871,3.913386
1872,3.913923
1873,3.913565
1874,3.912268
1875,3.913252
1876,3.914236
1877,3.912492
1878,3.913342
1879,3.91285
1880,3.911151
1881,3.914102
1882,3.915801
1883,3.913163
1884,3.912671
1885,3.91323
1886,3.913789
1887,3.914146
1888,3.910793
1889,3.91124
1890,3.911598
1891,3.910793
1892,3.912
1893,3.91133
1894,3.913118
1895,3.913789
1896,3.9133195
1897,3.91285
1898,3.912045
1899,3.911866
1900,3.910301
1901,3.910748
1902,3.911106
1903,3.912894
1904,3.912403
1905,3.914593
1906,3.911911
1907,3.9120895
1908,3.912268
1909,3.911285
1910,3.910122
1911,3.911374
1912,3.909496
1913,3.910838
1914,3.911285
1915,3.912
1916,3.911374
1917,3.911307
1918,3.91124
1919,3.909049
1920,3.908468
1921,3.910256
1922,3.909362
1923,3.909184
1924,3.9082
1925,3.909362
1926,3.908602
1927,3.910659
1928,3.910212
1929,3.909765
1930,3.907708
1931,3.907932
1932,3.908557
1933,3.908915
1934,3.907082
1935,3.909944
1936,3.908245
1937,3.910122
1938,3.9099209999999998
1939,3.90972
1940,3.909586
1941,3.908826
1942,3.907932
1943,3.907485
1944,3.908245
1945,3.908468
1946,3.909317
1947,3.909809
1948,3.908647
1949,3.909653
1950,3.910659
1951,3.907127
1952,3.907753
1953,3.905204
1954,3.906009
1955,3.906367
1956,3.907708
1957,3.909184
1958,3.905428
1959,3.907261
1960,3.907775
1961,3.908289
1962,3.905607
1963,3.906233
1964,3.906993
1965,3.906188
1966,3.905964
1967,3.907619
1968,3.90668
1969,3.907395
1970,3.906188
1971,3.9066575
1972,3.907127
1973,3.905785
1974,3.905517
1975,3.904399
1976,3.905025
1977,3.904846
1978,3.907216
1979,3.90744
1980,3.906635
1981,3.907261
1982,3.907887
1983,3.90583
1984,3.904265
1985,3.905159
1986,3.904042
1987,3.903818
1988,3.904265
1989,3.905115
1990,3.906948
1991,3.905383
1992,3.9052265
1993,3.90507
1994,3.905651
1995,3.902924
1996,3.905338
1997,3.904802
1998,3.903282
1999,3.903505
2000,3.905115
2001,3.903147
2002,3.903505
2003,3.9036169999999997
2004,3.903729
2005,3.902879
2006,3.903013
2007,3.902432
2008,3.902745
2009,3.902477
2010,3.904086
2011,3.904086
2012,3.902656
2013,3.904399
2014,3.9040415
2015,3.903684
2016,3.902253
2017,3.903416
2018,3.901806
2019,3.900733
2020,3.901359
2021,3.901851
2022,3.901627
2023,3.902924
2024,3.902298
2027,3.900331
2028,3.900241
2029,3.901627
2030,3.900152
2031,3.901359
2032,3.901046
2033,3.901225
2034,3.900957
2035,3.900286
2036,3.9007555
2037,3.901225
2038,3.901001
2039,3.900554
2040,3.900375
2041,3.900197
2042,3.89966
2043,3.900912
2044,3.901314
2045,3.900778
2046,3.9009565
2047,3.901135
2048,3.902387
2049,3.898721
2050,3.900197
2051,3.898274
2052,3.898632
2053,3.898811
2054,3.900107
2055,3.899615
2056,3.899794
2057,3.900353
2058,3.900912
2059,3.901583
2060,3.897246
2061,3.898811
2062,3.898229
2063,3.897603
2064,3.899928
2065,3.89975
2066,3.899705
2067,3.898676
2068,3.8989890000000003
2069,3.899302
2070,3.899168
2071,3.898811
2072,3.897514
2073,3.898542
2074,3.899168
2075,3.899258
2076,3.898721
2077,3.898989
2078,3.899302
2079,3.898609
2080,3.897916
2081,3.89738
2082,3.896664
2083,3.897424
2084,3.896709
2085,3.896441
2086,3.89738
2087,3.898408
2088,3.898676
2089,3.8978265
2090,3.896977
2091,3.897648
2092,3.895815
2093,3.896352
2094,3.895234
2095,3.896754
2096,3.895189
2097,3.896664
2098,3.897782
2099,3.89738
2100,3.897201
2101,3.897022
2102,3.895278
2103,3.895725
2104,3.895412
2105,3.895457
2106,3.894474
2107,3.894831
2108,3.896933
2109,3.895949
2110,3.894474
2113,3.894921
2114,3.893177
2115,3.893535
2116,3.895636
2117,3.895234
2118,3.895815
2119,3.896754
2120,3.894742
2121,3.897872
2122,3.896508
2123,3.895144
2124,3.893222
2125,3.894965
2126,3.893937
2127,3.893982
2128,3.894071
2129,3.895189
2130,3.896396
2131,3.894787
2132,3.894965
2133,3.8944735
2134,3.893982
2135,3.892775
2136,3.891791
2137,3.89197
2138,3.892238
2139,3.891881
2140,3.892998
2141,3.892596
2142,3.892104
2143,3.892149
2144,3.89311
2145,3.894071
2146,3.893356
2147,3.890897
2148,3.890629
2149,3.892462
2150,3.891702
2151,3.893401
2152,3.894965
2153,3.893535
2154,3.8934455
2155,3.893356
2156,3.892864
2157,3.891836
2158,3.892417
2159,3.889645
2160,3.890002
2161,3.892193
2162,3.892059
2163,3.891746
2164,3.891254
2165,3.8910530000000003
2166,3.890852
2167,3.890763
2168,3.890852
2169,3.890494
2170,3.890718
2171,3.890405
2172,3.891165
2173,3.890494
2174,3.890673
2175,3.89112
2176,3.891165
2177,3.89121
2178,3.891836
2179,3.889019
2180,3.889511
2181,3.889242
2182,3.890271
2183,3.889779
2184,3.89036
2185,3.889824
2186,3.888661
2187,3.8889965
2188,3.889332
2189,3.889645
2190,3.890047
2191,3.889064
2192,3.886918
2193,3.888974
2194,3.890181
2195,3.887901
2196,3.890539
2197,3.889511
2198,3.889444
2199,3.889377
2200,3.887722
2201,3.886783
2202,3.888617
2203,3.888661
2204,3.886068
2205,3.888482
2206,3.887946
2207,3.88893
2208,3.888661
2209,3.8876999999999997
2210,3.886739
2211,3.886783
2212,3.886068
2213,3.885934
2214,3.888527
2215,3.887096
2216,3.887633
2217,3.887678
2218,3.88732
2219,3.8877895000000002
2220,3.888259
2221,3.886158
2222,3.887007
2223,3.884637
2224,3.885442
2225,3.8858
2226,3.885979
2227,3.885979
2228,3.888572
2229,3.886202
2230,3.887275
2231,3.888348
2232,3.8858
2233,3.885979
2234,3.885174
2235,3.885353
2236,3.883654
2237,3.885353
2238,3.886158
2239,3.885755
2240,3.886962
2241,3.886962
2242,3.886962
2243,3.886694
2244,3.884816
2245,3.884503
2246,3.884816
2247,3.885084
2248,3.886113
2249,3.885174
2250,3.885129
2251,3.885666
2252,3.8858
2253,3.885934
2254,3.883296
2255,3.883072
2256,3.883251
2257,3.883207
2258,3.884056
2259,3.884414
2260,3.883967
2261,3.884637
2262,3.884548
2263,3.884459
2264,3.883385
2265,3.882268
2266,3.882849
2267,3.881642
2268,3.88276
2269,3.882804
2270,3.884548
2271,3.884369
2272,3.883698
2273,3.883609
2274,3.8839889999999997
2275,3.884369
2276,3.882894
2277,3.880345
2278,3.880882
2279,3.881463
2280,3.880211
2281,3.883609
2282,3.882804
2283,3.883028
2284,3.882849
2285,3.88267
2286,3.881686
2287,3.883341
2288,3.881999
2289,3.880435
2290,3.88106
2291,3.881239
2292,3.88267
2293,3.882715
2294,3.883028
2295,3.8825805
2296,3.882133
2297,3.881686
2298,3.880524
2299,3.87954
2300,3.880703
2301,3.880926
2302,3.878825
2303,3.881418
2304,3.881999
2305,3.88191
2306,3.8815074999999997
2307,3.881105
2308,3.879987
2309,3.878154
2310,3.878289
2311,3.880077
2312,3.879361
2313,3.879853
2314,3.8794510000000004
2315,3.879049
2316,3.880121
2317,3.8803
2318,3.880479
2319,3.879719
2320,3.877484
2321,3.876902
2322,3.879049
2323,3.878422
2324,3.877573
2325,3.880032
2326,3.878378
2327,3.8798755
2328,3.881373
2329,3.880479
2330,3.878333
2331,3.878646
2332,3.878154
2333,3.878467
2334,3.880077
2335,3.880569
2336,3.877439
2337,3.878065
2338,3.878691
2339,3.8791605000000002
2340,3.87963
2341,3.877573
2342,3.87878
2343,3.877528
2344,3.878601
2345,3.877797
2346,3.87954
2347,3.878154
2348,3.878959
2349,3.878959
2350,3.878959
2351,3.879093
2352,3.876008
2353,3.876992
2354,3.877081
2355,3.877439
2356,3.878378
2357,3.879138
2358,3.877797
2359,3.878914
2360,3.8788025
2361,3.878691
2362,3.876321
2363,3.877528
2364,3.877394
2365,3.875293
2366,3.876232
2367,3.877126
2368,3.877484
2369,3.877215
2370,3.877037
2371,3.876925
2372,3.876813
2373,3.87498
2374,3.875606
2375,3.875114
2376,3.87498
2377,3.875427
2378,3.876187
2379,3.877349
2380,3.876187
2381,3.874935
2382,3.873683
2383,3.875203
2384,3.875427
2385,3.874175
2386,3.875472
2387,3.873549
2388,3.873996
2389,3.876187
2390,3.874622
2391,3.87413
2392,3.874264
2393,3.874398
2394,3.873102
2395,3.872789
2396,3.872252
2397,3.874041
2398,3.873191
2399,3.873907
2400,3.873728
2401,3.872834
2402,3.874488
2403,3.8750915
2404,3.875695
2405,3.872923
2406,3.872878
2407,3.872968
2408,3.872476
2409,3.873102
2410,3.874488
2411,3.873951
2412,3.874846
2413,3.874309
2414,3.8741525
2415,3.873996
2416,3.872387
2417,3.87261
2418,3.872834
2419,3.871224
2420,3.87261
2421,3.872342
2422,3.873996
2423,3.872208
2424,3.872521
2425,3.8727669999999996
2426,3.873013
2427,3.871805
2428,3.872029
2429,3.872744
2430,3.87337
2431,3.872208
2432,3.872655
2433,3.87261
2434,3.872699
2435,3.872744
2436,3.872789
2437,3.87109
2438,3.871582
2439,3.869972
2440,3.870687
2441,3.869972
2442,3.871135
2443,3.871582
2444,3.872655
2445,3.872387
2446,3.872543
2447,3.872699
2448,3.870509
2449,3.868586
2450,3.8684295
2451,3.868273
2452,3.869167
2453,3.871939
2454,3.871984
2455,3.870777
2456,3.872655
2457,3.8718055
2458,3.870956
2459,3.869346
2460,3.870911
2461,3.869927
2462,3.870375
2463,3.868273
2464,3.871716
2465,3.870687
2466,3.871135
2467,3.870755
2468,3.870375
2469,3.869525
2470,3.868944
2471,3.869078
2472,3.868586
2473,3.867916
2474,3.86805
2475,3.869704
2476,3.869033
2477,3.869212
2478,3.868944
2479,3.868676
2480,3.868631
2481,3.867826
2482,3.868497
2483,3.868631
2484,3.868855
2485,3.866306
2486,3.868899
2487,3.868855
2488,3.868497
2489,3.8682735
2490,3.86805
2491,3.867334
2492,3.8672
2493,3.866619
2494,3.867379
2495,3.866574
2496,3.865948
2497,3.86872
2498,3.869704
2499,3.867647
2500,3.868251
2501,3.868855
2502,3.867245
2503,3.866843
2504,3.868005
2505,3.867156
2506,3.866619
2507,3.869615
2508,3.867603
2509,3.86568
2510,3.866552
2511,3.867424
2512,3.867826
2513,3.866529
2514,3.866574
2515,3.86644
2516,3.866261
2517,3.867379
2518,3.868094
2519,3.866619
2520,3.8672
2521,3.8668645
2522,3.866529
2523,3.865769
2524,3.865278
2525,3.863534
2526,3.865278
2527,3.865546
2528,3.864115
2529,3.866127
2530,3.863936
2531,3.867245
2532,3.8663505000000002
2533,3.865456
2534,3.866038
2535,3.864383
2536,3.864517
2537,3.863087
2538,3.864607
2539,3.8634
2540,3.86483
2541,3.863802
2542,3.864227
2543,3.864652
2544,3.864428
2545,3.862282
2546,3.862953
2547,3.864383
2548,3.863981
2549,3.864428
2550,3.864383
2551,3.864607
2552,3.864115
2553,3.864249
2554,3.864383
2555,3.863847
2556,3.862729
2557,3.862461
2558,3.865278
2559,3.862014
2560,3.861567
2561,3.864383
2562,3.864249
2563,3.865054
2564,3.864093
2565,3.863132
2566,3.863355
2567,3.863266
2568,3.862729
2569,3.862595
2570,3.863087
2571,3.861969
2572,3.863176
2573,3.862774
2574,3.863489
2575,3.862617
2576,3.861745
2577,3.862371
2578,3.862193
2579,3.863087
2580,3.861477
2581,3.86188
2582,3.864383
2583,3.863713
2584,3.862416
2585,3.863802
2586,3.8628410000000004
2587,3.86188
2588,3.859644
2589,3.86264
2590,3.860806
2591,3.859912
2592,3.861298
2593,3.861656
2594,3.862237
2595,3.861433
2596,3.860762
2597,3.8617454999999996
2598,3.862729
2599,3.860046
2600,3.861835
2601,3.859823
2602,3.860181
2603,3.859644
2604,3.861477
2605,3.860985
2606,3.86027
2607,3.860583
2608,3.860896
2609,3.859107
2610,3.859197
2611,3.85866
2612,3.860136
2613,3.858079
2614,3.860359
2615,3.860449
2616,3.860315
2617,3.858526
2618,3.859778
2619,3.86103
2620,3.857766
2621,3.857364
2622,3.859242
2623,3.858392
2624,3.858616
2625,3.858794
2626,3.860896
2627,3.86027
2628,3.8602255
2629,3.860181
2630,3.860628
2631,3.8590855
2632,3.857543
2633,3.856872
2634,3.857095
2635,3.856246
2636,3.860002
2637,3.859868
2638,3.860896
2639,3.860069
2640,3.859242
2641,3.857543
2642,3.857632
2643,3.85866
2644,3.857095
2645,3.857856
2646,3.85866
2647,3.858884
2648,3.859197
2649,3.858817
2650,3.858437
2651,3.860002
2652,3.85638
2653,3.85723
2654,3.857274
2655,3.858616
2656,3.856693
2657,3.859018
2658,3.858169
2659,3.858616
2660,3.8577215000000002
2661,3.856827
2662,3.856023
2663,3.857274
2664,3.856291
2665,3.854905
2666,3.857453
2667,3.858079
2668,3.857543
2669,3.857453
2670,3.858303
2671,3.8574535
2672,3.856604
2673,3.856246
2674,3.855531
2675,3.855754
2676,3.856112
2677,3.855307
2678,3.854994
2679,3.85723
2680,3.856335
2681,3.85799
2682,3.8574085
2683,3.856827
2684,3.856783
2685,3.854815
2686,3.855665
2687,3.855263
2688,3.854547
2689,3.854636
2690,3.857274
2691,3.856827
2692,3.85714
2693,3.856559
2694,3.855978
2695,3.853251
2696,3.85486
2697,3.853876
2698,3.854771
2699,3.854458
2700,3.854502
2701,3.856201
2702,3.85562
2703,3.855933
2704,3.8562235
2705,3.856514
2706,3.854234
2707,3.853563
2708,3.853474
2709,3.853116
2710,3.855218
2711,3.855128
2712,3.855263
2713,3.854815
2714,3.8537645
2715,3.852714
2716,3.855263
2717,3.852624
2718,3.852803
2719,3.852222
2720,3.85173
2721,3.853295
2722,3.853832
2723,3.854458
2726,3.853295
2727,3.851909
2728,3.853027
2729,3.853027
2730,3.851283
2731,3.851954
2732,3.852267
2733,3.854234
2734,3.852982
2735,3.853206
2736,3.8521330000000003
2737,3.85106
2738,3.8503
2739,3.852356
2740,3.850344
2741,3.852624
2742,3.85097
2743,3.852714
2744,3.851596
2745,3.852714
2746,3.8516855000000003
2747,3.850657
2748,3.852669
2749,3.850389
2750,3.85106
2751,3.851507
2752,3.852401
2753,3.852312
2754,3.852222
2755,3.852356
2756,3.851999
2757,3.8525575
2758,3.853116
2759,3.853563
2760,3.851149
2761,3.851552
2762,3.849808
2763,3.849182
2764,3.852714
2765,3.851641
2766,3.852848
2767,3.850925
2768,3.851909
2769,3.852893
2770,3.851283
2771,3.849048
2772,3.850031
2773,3.848824
2774,3.849853
2775,3.850657
2776,3.8503
2777,3.850255
2778,3.849987
2779,3.8496740000000003
2780,3.849361
2781,3.848735
2782,3.84954
2783,3.848735
2784,3.848779
2785,3.849025
2786,3.849271
2787,3.850389
2788,3.848824
2789,3.851552
2790,3.8506574999999996
2791,3.849763
2792,3.849405
2793,3.848779
2794,3.84869
2795,3.848288
2796,3.848243
2797,3.849763
2798,3.849316
2799,3.850434
2800,3.8499645
2801,3.849495
2802,3.848601
2803,3.848958
2804,3.848332
2805,3.849405
2806,3.846276
2807,3.847841
2808,3.848958
2809,3.848958
2810,3.849808
2811,3.8498305
2812,3.849853
2813,3.847214
2814,3.846946
2815,3.847662
2816,3.846142
2817,3.847349
2818,3.848511
2819,3.847393
2820,3.848064
2821,3.848265
2822,3.848466
2823,3.847662
2824,3.847885
2825,3.848243
2826,3.847036
2827,3.846946
2828,3.847036
2829,3.848466
2830,3.848556
2831,3.846723
2832,3.8466110000000002
2833,3.846499
2834,3.847617
2835,3.846231
2836,3.846007
2837,3.845873
2838,3.847125
2839,3.845739
2840,3.845605
2841,3.847349
2842,3.846007
2843,3.8466555
2844,3.847304
2845,3.847796
2846,3.844711
2847,3.845202
2848,3.844666
2849,3.845918
2850,3.843995
2851,3.846857
2852,3.846857
2853,3.845605
2854,3.8462535
2855,3.846902
2856,3.845963
2857,3.845068
2858,3.844934
2859,3.843861
2860,3.845068
2861,3.845068
2862,3.845784
2863,3.846946
2864,3.845694
2865,3.8464765
2866,3.847259
2867,3.845068
2868,3.846231
2869,3.845024
2870,3.845471
2871,3.844666
2872,3.845068
2873,3.845471
2874,3.846231
2875,3.8464545
2876,3.846678
2877,3.844219
2878,3.843727
2879,3.843727
2880,3.844398
2881,3.845113
2882,3.84489
2883,3.845068
2884,3.845829
2885,3.844755
2886,3.8449565000000003
2887,3.845158
2888,3.843191
2889,3.842431
2890,3.842073
2891,3.842743
2892,3.843503
2893,3.844979
2894,3.843817
2895,3.844532
2896,3.844487
2897,3.8444645
2898,3.844442
2899,3.844308
2900,3.842654
2901,3.843548
2902,3.843593
2903,3.842699
2904,3.843369
2905,3.843682
2906,3.842296
2907,3.8424525000000003
2908,3.842609
2909,3.843593
2910,3.842788
2911,3.841626
2912,3.842073
2913,3.841134
2914,3.842833
2915,3.843369
2916,3.843638
2917,3.843817
2918,3.8435930000000003
2919,3.843369
2920,3.842878
2921,3.841849
2922,3.842162
2923,3.841268
2924,3.841805
2925,3.841268
2926,3.844442
2927,3.843995
2928,3.8435034999999997
2929,3.843012
2930,3.842699
2931,3.840776
2932,3.841223
2933,3.840553
2934,3.840731
2935,3.840642
2936,3.842118
2937,3.842296
2938,3.841626
2939,3.8418045000000003
2940,3.841983
2941,3.843191
2942,3.841491
2943,3.840776
2944,3.839792
2945,3.840731
2946,3.839167
2947,3.840687
2948,3.841089
2949,3.840866
2950,3.8401505
2951,3.839435
2952,3.841447
2953,3.840866
2954,3.841223
2955,3.839211
2956,3.840284
2957,3.837155
2958,3.841223
2959,3.84176
2960,3.840776
2961,3.840821
2962,3.840866
2963,3.840374
2964,3.840553
2965,3.839971
2966,3.839256
2967,3.839211
2968,3.838854
2969,3.839792
2970,3.839256
2971,3.84024
2972,3.840933
2973,3.841626
2974,3.839569
2975,3.83872
2976,3.838049
2977,3.837289
2978,3.836573
2979,3.838541
2980,3.841447
2981,3.841447
2982,3.840709
2983,3.839971
2984,3.840195
2985,3.838362
2986,3.839077
2987,3.837512
2988,3.838854
2989,3.839301
2990,3.840687
2991,3.839792
2992,3.838496
2993,3.839122
2994,3.839748
2995,3.839256
2996,3.838362
2997,3.838943
2998,3.838138
2999,3.838675
3000,3.837602
3001,3.83948
3002,3.838585
3003,3.838675
3004,3.8385629999999997
3005,3.838451
3006,3.837691
3007,3.83626
3008,3.836886
3009,3.836797
3010,3.837199
3011,3.839301
3012,3.836886
3013,3.837646
3014,3.83825
3015,3.838854
3016,3.839211
3017,3.836663
3018,3.83626
3019,3.838272
3020,3.836529
3021,3.836082
3022,3.837825
3023,3.838094
3024,3.83635
3025,3.8378924999999997
3026,3.839435
3027,3.836395
3028,3.836171
3029,3.835992
3030,3.836171
3031,3.83626
3032,3.837736
3033,3.83796
3034,3.837468
3035,3.837602
3036,3.837736
3037,3.836216
3038,3.836305
3039,3.835456
3040,3.833801
3041,3.835277
3042,3.836305
3043,3.836305
3044,3.83787
3045,3.836886
3046,3.8365285
3047,3.836171
3048,3.835903
3049,3.834114
3050,3.835366
3051,3.834472
3052,3.834919
3053,3.835769
3054,3.834874
3055,3.836126
3056,3.837691
3057,3.8375120000000003
3058,3.837333
3059,3.834651
3060,3.834964
3061,3.833399
3062,3.833131
3063,3.834785
3064,3.8355
3065,3.834427
3066,3.834517
3067,3.834561
3068,3.8349409999999997
3069,3.835321
3070,3.833533
3071,3.833667
3072,3.834114
3073,3.835009
3074,3.833131
3075,3.835009
3076,3.835948
3077,3.835769
3078,3.835724
3079,3.8355224999999997
3080,3.835321
3081,3.833846
3082,3.834561
3083,3.834383
3084,3.83398
3085,3.83322
3086,3.835634
3087,3.834785
3088,3.8355
3089,3.83436
3090,3.83322
3091,3.835858
3092,3.831968
3093,3.83322
3094,3.830582
3095,3.832371
3096,3.832594
3097,3.834427
3098,3.833667
3099,3.834159
3100,3.8337120000000002
3101,3.833265
3102,3.834204
3103,3.832728
3104,3.833265
3105,3.832728
3106,3.832102
3107,3.833846
3108,3.833667
3109,3.833846
3110,3.831432
3111,3.832706
3112,3.83398
3113,3.832192
3114,3.832997
3115,3.830806
3116,3.831163
3117,3.832371
3118,3.830985
3119,3.833444
3120,3.835187
3121,3.832505
3122,3.832192
3123,3.831879
3124,3.832415
3125,3.831029
3126,3.831521
3127,3.831253
3128,3.831476
3129,3.832997
3130,3.831968
3131,3.830403
3132,3.832952
3133,3.8324154999999998
3134,3.831879
3135,3.830314
3136,3.830582
3137,3.831208
3138,3.830359
3139,3.831566
3140,3.832237
3141,3.831298
3142,3.832102
3143,3.831476
3144,3.831588
3145,3.8317
3146,3.830269
3147,3.830493
3148,3.831298
3149,3.830806
3150,3.829733
3151,3.832415
3152,3.831432
3153,3.831074
3154,3.8311859999999998
3155,3.831298
3156,3.832102
3157,3.83085
3158,3.829643
3159,3.830046
3160,3.830001
3161,3.831029
3162,3.830314
3163,3.831432
3164,3.828838
3165,3.83161
3166,3.8312975
3167,3.830985
3168,3.829241
3169,3.827899
3170,3.829286
3171,3.829867
3172,3.828078
3173,3.829509
3174,3.829777
3175,3.829733
3176,3.829643
3177,3.8297325
3178,3.829822
3179,3.828481
3180,3.826648
3181,3.827139
3182,3.828078
3183,3.828526
3184,3.83009
3185,3.830716
3186,3.830046
3187,3.830806
3188,3.83094
3189,3.831074
3190,3.829062
3191,3.826558
3192,3.827229
3193,3.828615
3194,3.82705
3195,3.82857
3196,3.829733
3197,3.829286
3198,3.828257
3199,3.8289725
3200,3.829688
3201,3.827363
3202,3.827318
3203,3.827631
3204,3.827542
3205,3.827408
3206,3.826916
3207,3.828749
3208,3.827587
3209,3.82866
3210,3.8282125000000002
3211,3.827765
3212,3.82942
3213,3.82629
3214,3.826648
3215,3.828078
3216,3.825753
3217,3.827095
3218,3.827899
3219,3.826648
3220,3.829017
3221,3.828369
3222,3.827721
3223,3.829107
3224,3.8276315
3225,3.826156
3226,3.826022
3227,3.827274
3228,3.825038
3229,3.826692
3230,3.827408
3231,3.827363
3232,3.82743
3233,3.827497
3234,3.827631
3235,3.825798
3236,3.826245
3237,3.826514
3238,3.825887
3239,3.825083
3240,3.827899
3241,3.827587
3242,3.827944
3243,3.827765
3244,3.8275639999999997
3245,3.827363
3246,3.826737
3247,3.827587
3248,3.82553
3249,3.825843
3250,3.825664
3251,3.826603
3252,3.825038
3253,3.8253510000000004
3254,3.825664
3255,3.8257535000000003
3256,3.825843
